purchase_date;total_sales;promo_name;sales_after_promo
04/08/2022;131400;GRATIS_ONGKIR;126400
04/08/2022;131400;10_10;123900
04/08/2022;131400;HARBOLNAS;101400
04/08/2022;131400;END_YEAR;116400
04/08/2022;131400;BERKAH_RAMADHAN;116400
04/08/2022;131400;HARI_RAYA;111400
04/08/2022;131400;TUJUHBELASAN;121400
04/08/2022;131400;VALENTINE_DAY;121400
04/08/2022;131400;EASTER_EGG;123900
04/08/2022;131400;CHRISTMAS;116400
06/08/2022;1245000;AWAL_GAJIAN;1230000
06/08/2022;1245000;GRATIS_ONGKIR;1240000
06/08/2022;1245000;10_10;1237500
06/08/2022;1245000;HARBOLNAS;1215000
06/08/2022;1245000;END_YEAR;1230000
06/08/2022;1245000;BERKAH_RAMADHAN;1230000
06/08/2022;1245000;HARI_RAYA;1225000
06/08/2022;1245000;TUJUHBELASAN;1235000
06/08/2022;1245000;VALENTINE_DAY;1235000
06/08/2022;1245000;EASTER_EGG;1237500
06/08/2022;1245000;CHRISTMAS;1230000
01/08/2022;1587000;AWAL_GAJIAN;1572000
01/08/2022;1587000;GRATIS_ONGKIR;1582000
01/08/2022;1587000;10_10;1579500
01/08/2022;1587000;HARBOLNAS;1557000
01/08/2022;1587000;END_YEAR;1572000
01/08/2022;1587000;BERKAH_RAMADHAN;1572000
01/08/2022;1587000;HARI_RAYA;1567000
01/08/2022;1587000;TUJUHBELASAN;1577000
01/08/2022;1587000;VALENTINE_DAY;1577000
01/08/2022;1587000;EASTER_EGG;1579500
01/08/2022;1587000;CHRISTMAS;1572000
06/08/2022;166500;AWAL_GAJIAN;151500
06/08/2022;166500;GRATIS_ONGKIR;161500
06/08/2022;166500;10_10;159000
06/08/2022;166500;HARBOLNAS;136500
06/08/2022;166500;END_YEAR;151500
06/08/2022;166500;BERKAH_RAMADHAN;151500
06/08/2022;166500;HARI_RAYA;146500
06/08/2022;166500;TUJUHBELASAN;156500
06/08/2022;166500;VALENTINE_DAY;156500
06/08/2022;166500;EASTER_EGG;159000
06/08/2022;166500;CHRISTMAS;151500
22/08/2022;77250;AWAL_GAJIAN;62250
22/08/2022;77250;GRATIS_ONGKIR;72250
22/08/2022;77250;10_10;69750
22/08/2022;77250;HARBOLNAS;47250
22/08/2022;77250;END_YEAR;62250
22/08/2022;77250;BERKAH_RAMADHAN;62250
22/08/2022;77250;HARI_RAYA;57250
22/08/2022;77250;TUJUHBELASAN;67250
22/08/2022;77250;VALENTINE_DAY;67250
22/08/2022;77250;EASTER_EGG;69750
22/08/2022;77250;CHRISTMAS;62250
03/08/2022;59700;AWAL_GAJIAN;44700
03/08/2022;59700;GRATIS_ONGKIR;54700
03/08/2022;59700;10_10;52200
03/08/2022;59700;HARBOLNAS;29700
03/08/2022;59700;END_YEAR;44700
03/08/2022;59700;BERKAH_RAMADHAN;44700
03/08/2022;59700;HARI_RAYA;39700
03/08/2022;59700;TUJUHBELASAN;49700
03/08/2022;59700;VALENTINE_DAY;49700
03/08/2022;59700;EASTER_EGG;52200
03/08/2022;59700;CHRISTMAS;44700
24/08/2022;1670;AWAL_GAJIAN;-13330
24/08/2022;1670;GRATIS_ONGKIR;-3330
24/08/2022;1670;10_10;-5830
24/08/2022;1670;HARBOLNAS;-28330
24/08/2022;1670;END_YEAR;-13330
24/08/2022;1670;BERKAH_RAMADHAN;-13330
24/08/2022;1670;HARI_RAYA;-18330
24/08/2022;1670;TUJUHBELASAN;-8330
24/08/2022;1670;VALENTINE_DAY;-8330
24/08/2022;1670;EASTER_EGG;-5830
24/08/2022;1670;CHRISTMAS;-13330
15/08/2022;687000;AWAL_GAJIAN;672000
15/08/2022;687000;GRATIS_ONGKIR;682000
15/08/2022;687000;10_10;679500
15/08/2022;687000;HARBOLNAS;657000
15/08/2022;687000;END_YEAR;672000
15/08/2022;687000;BERKAH_RAMADHAN;672000
15/08/2022;687000;HARI_RAYA;667000
15/08/2022;687000;TUJUHBELASAN;677000
15/08/2022;687000;VALENTINE_DAY;677000
15/08/2022;687000;EASTER_EGG;679500
15/08/2022;687000;CHRISTMAS;672000
17/08/2022;450000;AWAL_GAJIAN;435000
17/08/2022;450000;GRATIS_ONGKIR;445000
17/08/2022;450000;10_10;442500
17/08/2022;450000;HARBOLNAS;420000
17/08/2022;450000;END_YEAR;435000
17/08/2022;450000;BERKAH_RAMADHAN;435000
17/08/2022;450000;HARI_RAYA;430000
17/08/2022;450000;TUJUHBELASAN;440000
17/08/2022;450000;VALENTINE_DAY;440000
17/08/2022;450000;EASTER_EGG;442500
17/08/2022;450000;CHRISTMAS;435000
22/08/2022;338000;AWAL_GAJIAN;323000
22/08/2022;338000;GRATIS_ONGKIR;333000
22/08/2022;338000;10_10;330500
22/08/2022;338000;HARBOLNAS;308000
22/08/2022;338000;END_YEAR;323000
22/08/2022;338000;BERKAH_RAMADHAN;323000
22/08/2022;338000;HARI_RAYA;318000
22/08/2022;338000;TUJUHBELASAN;328000
22/08/2022;338000;VALENTINE_DAY;328000
22/08/2022;338000;EASTER_EGG;330500
22/08/2022;338000;CHRISTMAS;323000
18/08/2022;899997;AWAL_GAJIAN;884997
18/08/2022;899997;GRATIS_ONGKIR;894997
18/08/2022;899997;10_10;892497
18/08/2022;899997;HARBOLNAS;869997
18/08/2022;899997;END_YEAR;884997
18/08/2022;899997;BERKAH_RAMADHAN;884997
18/08/2022;899997;HARI_RAYA;879997
18/08/2022;899997;TUJUHBELASAN;889997
18/08/2022;899997;VALENTINE_DAY;889997
18/08/2022;899997;EASTER_EGG;892497
18/08/2022;899997;CHRISTMAS;884997
30/08/2022;47000;AWAL_GAJIAN;32000
30/08/2022;47000;GRATIS_ONGKIR;42000
30/08/2022;47000;10_10;39500
30/08/2022;47000;HARBOLNAS;17000
30/08/2022;47000;END_YEAR;32000
30/08/2022;47000;BERKAH_RAMADHAN;32000
30/08/2022;47000;HARI_RAYA;27000
30/08/2022;47000;TUJUHBELASAN;37000
30/08/2022;47000;VALENTINE_DAY;37000
30/08/2022;47000;EASTER_EGG;39500
30/08/2022;47000;CHRISTMAS;32000
22/08/2022;295500;AWAL_GAJIAN;280500
22/08/2022;295500;GRATIS_ONGKIR;290500
22/08/2022;295500;10_10;288000
22/08/2022;295500;HARBOLNAS;265500
22/08/2022;295500;END_YEAR;280500
22/08/2022;295500;BERKAH_RAMADHAN;280500
22/08/2022;295500;HARI_RAYA;275500
22/08/2022;295500;TUJUHBELASAN;285500
22/08/2022;295500;VALENTINE_DAY;285500
22/08/2022;295500;EASTER_EGG;288000
22/08/2022;295500;CHRISTMAS;280500
02/08/2022;239700;AWAL_GAJIAN;224700
02/08/2022;239700;GRATIS_ONGKIR;234700
02/08/2022;239700;10_10;232200
02/08/2022;239700;HARBOLNAS;209700
02/08/2022;239700;END_YEAR;224700
02/08/2022;239700;BERKAH_RAMADHAN;224700
02/08/2022;239700;HARI_RAYA;219700
02/08/2022;239700;TUJUHBELASAN;229700
02/08/2022;239700;VALENTINE_DAY;229700
02/08/2022;239700;EASTER_EGG;232200
02/08/2022;239700;CHRISTMAS;224700
23/08/2022;78999;AWAL_GAJIAN;63999
23/08/2022;78999;GRATIS_ONGKIR;73999
23/08/2022;78999;10_10;71499
23/08/2022;78999;HARBOLNAS;48999
23/08/2022;78999;END_YEAR;63999
23/08/2022;78999;BERKAH_RAMADHAN;63999
23/08/2022;78999;HARI_RAYA;58999
23/08/2022;78999;TUJUHBELASAN;68999
23/08/2022;78999;VALENTINE_DAY;68999
23/08/2022;78999;EASTER_EGG;71499
23/08/2022;78999;CHRISTMAS;63999
13/08/2022;150000;AWAL_GAJIAN;135000
13/08/2022;150000;GRATIS_ONGKIR;145000
13/08/2022;150000;10_10;142500
13/08/2022;150000;HARBOLNAS;120000
13/08/2022;150000;END_YEAR;135000
13/08/2022;150000;BERKAH_RAMADHAN;135000
13/08/2022;150000;HARI_RAYA;130000
13/08/2022;150000;TUJUHBELASAN;140000
13/08/2022;150000;VALENTINE_DAY;140000
13/08/2022;150000;EASTER_EGG;142500
13/08/2022;150000;CHRISTMAS;135000
02/08/2022;300000;AWAL_GAJIAN;285000
02/08/2022;300000;GRATIS_ONGKIR;295000
02/08/2022;300000;10_10;292500
02/08/2022;300000;HARBOLNAS;270000
02/08/2022;300000;END_YEAR;285000
02/08/2022;300000;BERKAH_RAMADHAN;285000
02/08/2022;300000;HARI_RAYA;280000
02/08/2022;300000;TUJUHBELASAN;290000
02/08/2022;300000;VALENTINE_DAY;290000
02/08/2022;300000;EASTER_EGG;292500
02/08/2022;300000;CHRISTMAS;285000
18/08/2022;250000;AWAL_GAJIAN;235000
18/08/2022;250000;GRATIS_ONGKIR;245000
18/08/2022;250000;10_10;242500
18/08/2022;250000;HARBOLNAS;220000
18/08/2022;250000;END_YEAR;235000
18/08/2022;250000;BERKAH_RAMADHAN;235000
18/08/2022;250000;HARI_RAYA;230000
18/08/2022;250000;TUJUHBELASAN;240000
18/08/2022;250000;VALENTINE_DAY;240000
18/08/2022;250000;EASTER_EGG;242500
18/08/2022;250000;CHRISTMAS;235000
04/08/2022;108750;AWAL_GAJIAN;93750
04/08/2022;108750;GRATIS_ONGKIR;103750
04/08/2022;108750;10_10;101250
04/08/2022;108750;HARBOLNAS;78750
04/08/2022;108750;END_YEAR;93750
04/08/2022;108750;BERKAH_RAMADHAN;93750
04/08/2022;108750;HARI_RAYA;88750
04/08/2022;108750;TUJUHBELASAN;98750
04/08/2022;108750;VALENTINE_DAY;98750
04/08/2022;108750;EASTER_EGG;101250
04/08/2022;108750;CHRISTMAS;93750
20/08/2022;7100000;AWAL_GAJIAN;7085000
20/08/2022;7100000;GRATIS_ONGKIR;7095000
20/08/2022;7100000;10_10;7092500
20/08/2022;7100000;HARBOLNAS;7070000
20/08/2022;7100000;END_YEAR;7085000
20/08/2022;7100000;BERKAH_RAMADHAN;7085000
20/08/2022;7100000;HARI_RAYA;7080000
20/08/2022;7100000;TUJUHBELASAN;7090000
20/08/2022;7100000;VALENTINE_DAY;7090000
20/08/2022;7100000;EASTER_EGG;7092500
20/08/2022;7100000;CHRISTMAS;7085000
30/08/2022;59900;AWAL_GAJIAN;44900
30/08/2022;59900;GRATIS_ONGKIR;54900
30/08/2022;59900;10_10;52400
30/08/2022;59900;HARBOLNAS;29900
30/08/2022;59900;END_YEAR;44900
30/08/2022;59900;BERKAH_RAMADHAN;44900
30/08/2022;59900;HARI_RAYA;39900
30/08/2022;59900;TUJUHBELASAN;49900
30/08/2022;59900;VALENTINE_DAY;49900
30/08/2022;59900;EASTER_EGG;52400
30/08/2022;59900;CHRISTMAS;44900
04/08/2022;498000;AWAL_GAJIAN;483000
04/08/2022;498000;GRATIS_ONGKIR;493000
04/08/2022;498000;10_10;490500
04/08/2022;498000;HARBOLNAS;468000
04/08/2022;498000;END_YEAR;483000
04/08/2022;498000;BERKAH_RAMADHAN;483000
04/08/2022;498000;HARI_RAYA;478000
04/08/2022;498000;TUJUHBELASAN;488000
04/08/2022;498000;VALENTINE_DAY;488000
04/08/2022;498000;EASTER_EGG;490500
04/08/2022;498000;CHRISTMAS;483000
19/08/2022;450000;AWAL_GAJIAN;435000
19/08/2022;450000;GRATIS_ONGKIR;445000
19/08/2022;450000;10_10;442500
19/08/2022;450000;HARBOLNAS;420000
19/08/2022;450000;END_YEAR;435000
19/08/2022;450000;BERKAH_RAMADHAN;435000
19/08/2022;450000;HARI_RAYA;430000
19/08/2022;450000;TUJUHBELASAN;440000
19/08/2022;450000;VALENTINE_DAY;440000
19/08/2022;450000;EASTER_EGG;442500
19/08/2022;450000;CHRISTMAS;435000
06/08/2022;374700;AWAL_GAJIAN;359700
06/08/2022;374700;GRATIS_ONGKIR;369700
06/08/2022;374700;10_10;367200
06/08/2022;374700;HARBOLNAS;344700
06/08/2022;374700;END_YEAR;359700
06/08/2022;374700;BERKAH_RAMADHAN;359700
06/08/2022;374700;HARI_RAYA;354700
06/08/2022;374700;TUJUHBELASAN;364700
06/08/2022;374700;VALENTINE_DAY;364700
06/08/2022;374700;EASTER_EGG;367200
06/08/2022;374700;CHRISTMAS;359700
23/08/2022;111100;AWAL_GAJIAN;96100
23/08/2022;111100;GRATIS_ONGKIR;106100
23/08/2022;111100;10_10;103600
23/08/2022;111100;HARBOLNAS;81100
23/08/2022;111100;END_YEAR;96100
23/08/2022;111100;BERKAH_RAMADHAN;96100
23/08/2022;111100;HARI_RAYA;91100
23/08/2022;111100;TUJUHBELASAN;101100
23/08/2022;111100;VALENTINE_DAY;101100
23/08/2022;111100;EASTER_EGG;103600
23/08/2022;111100;CHRISTMAS;96100
25/08/2022;128040;AWAL_GAJIAN;113040
25/08/2022;128040;GRATIS_ONGKIR;123040
25/08/2022;128040;10_10;120540
25/08/2022;128040;HARBOLNAS;98040
25/08/2022;128040;END_YEAR;113040
25/08/2022;128040;BERKAH_RAMADHAN;113040
25/08/2022;128040;HARI_RAYA;108040
25/08/2022;128040;TUJUHBELASAN;118040
25/08/2022;128040;VALENTINE_DAY;118040
25/08/2022;128040;EASTER_EGG;120540
25/08/2022;128040;CHRISTMAS;113040
04/08/2022;165000;AWAL_GAJIAN;150000
04/08/2022;165000;GRATIS_ONGKIR;160000
04/08/2022;165000;10_10;157500
04/08/2022;165000;HARBOLNAS;135000
04/08/2022;165000;END_YEAR;150000
04/08/2022;165000;BERKAH_RAMADHAN;150000
04/08/2022;165000;HARI_RAYA;145000
04/08/2022;165000;TUJUHBELASAN;155000
04/08/2022;165000;VALENTINE_DAY;155000
04/08/2022;165000;EASTER_EGG;157500
04/08/2022;165000;CHRISTMAS;150000
19/08/2022;185000;AWAL_GAJIAN;170000
19/08/2022;185000;GRATIS_ONGKIR;180000
19/08/2022;185000;10_10;177500
19/08/2022;185000;HARBOLNAS;155000
19/08/2022;185000;END_YEAR;170000
19/08/2022;185000;BERKAH_RAMADHAN;170000
19/08/2022;185000;HARI_RAYA;165000
19/08/2022;185000;TUJUHBELASAN;175000
19/08/2022;185000;VALENTINE_DAY;175000
19/08/2022;185000;EASTER_EGG;177500
19/08/2022;185000;CHRISTMAS;170000
03/08/2022;250000;AWAL_GAJIAN;235000
03/08/2022;250000;GRATIS_ONGKIR;245000
03/08/2022;250000;10_10;242500
03/08/2022;250000;HARBOLNAS;220000
03/08/2022;250000;END_YEAR;235000
03/08/2022;250000;BERKAH_RAMADHAN;235000
03/08/2022;250000;HARI_RAYA;230000
03/08/2022;250000;TUJUHBELASAN;240000
03/08/2022;250000;VALENTINE_DAY;240000
03/08/2022;250000;EASTER_EGG;242500
03/08/2022;250000;CHRISTMAS;235000
30/08/2022;435000;AWAL_GAJIAN;420000
30/08/2022;435000;GRATIS_ONGKIR;430000
30/08/2022;435000;10_10;427500
30/08/2022;435000;HARBOLNAS;405000
30/08/2022;435000;END_YEAR;420000
30/08/2022;435000;BERKAH_RAMADHAN;420000
30/08/2022;435000;HARI_RAYA;415000
30/08/2022;435000;TUJUHBELASAN;425000
30/08/2022;435000;VALENTINE_DAY;425000
30/08/2022;435000;EASTER_EGG;427500
30/08/2022;435000;CHRISTMAS;420000
15/08/2022;240000;AWAL_GAJIAN;225000
15/08/2022;240000;GRATIS_ONGKIR;235000
15/08/2022;240000;10_10;232500
15/08/2022;240000;HARBOLNAS;210000
15/08/2022;240000;END_YEAR;225000
15/08/2022;240000;BERKAH_RAMADHAN;225000
15/08/2022;240000;HARI_RAYA;220000
15/08/2022;240000;TUJUHBELASAN;230000
15/08/2022;240000;VALENTINE_DAY;230000
15/08/2022;240000;EASTER_EGG;232500
15/08/2022;240000;CHRISTMAS;225000
14/08/2022;51480;AWAL_GAJIAN;36480
14/08/2022;51480;GRATIS_ONGKIR;46480
14/08/2022;51480;10_10;43980
14/08/2022;51480;HARBOLNAS;21480
14/08/2022;51480;END_YEAR;36480
14/08/2022;51480;BERKAH_RAMADHAN;36480
14/08/2022;51480;HARI_RAYA;31480
14/08/2022;51480;TUJUHBELASAN;41480
14/08/2022;51480;VALENTINE_DAY;41480
14/08/2022;51480;EASTER_EGG;43980
14/08/2022;51480;CHRISTMAS;36480
22/08/2022;77370;AWAL_GAJIAN;62370
22/08/2022;77370;GRATIS_ONGKIR;72370
22/08/2022;77370;10_10;69870
22/08/2022;77370;HARBOLNAS;47370
22/08/2022;77370;END_YEAR;62370
22/08/2022;77370;BERKAH_RAMADHAN;62370
22/08/2022;77370;HARI_RAYA;57370
22/08/2022;77370;TUJUHBELASAN;67370
22/08/2022;77370;VALENTINE_DAY;67370
22/08/2022;77370;EASTER_EGG;69870
22/08/2022;77370;CHRISTMAS;62370
03/08/2022;258000;AWAL_GAJIAN;243000
03/08/2022;258000;GRATIS_ONGKIR;253000
03/08/2022;258000;10_10;250500
03/08/2022;258000;HARBOLNAS;228000
03/08/2022;258000;END_YEAR;243000
03/08/2022;258000;BERKAH_RAMADHAN;243000
03/08/2022;258000;HARI_RAYA;238000
03/08/2022;258000;TUJUHBELASAN;248000
03/08/2022;258000;VALENTINE_DAY;248000
03/08/2022;258000;EASTER_EGG;250500
03/08/2022;258000;CHRISTMAS;243000
06/08/2022;375000;AWAL_GAJIAN;360000
06/08/2022;375000;GRATIS_ONGKIR;370000
06/08/2022;375000;10_10;367500
06/08/2022;375000;HARBOLNAS;345000
06/08/2022;375000;END_YEAR;360000
06/08/2022;375000;BERKAH_RAMADHAN;360000
06/08/2022;375000;HARI_RAYA;355000
06/08/2022;375000;TUJUHBELASAN;365000
06/08/2022;375000;VALENTINE_DAY;365000
06/08/2022;375000;EASTER_EGG;367500
06/08/2022;375000;CHRISTMAS;360000
19/08/2022;56900;AWAL_GAJIAN;41900
19/08/2022;56900;GRATIS_ONGKIR;51900
19/08/2022;56900;10_10;49400
19/08/2022;56900;HARBOLNAS;26900
19/08/2022;56900;END_YEAR;41900
19/08/2022;56900;BERKAH_RAMADHAN;41900
19/08/2022;56900;HARI_RAYA;36900
19/08/2022;56900;TUJUHBELASAN;46900
19/08/2022;56900;VALENTINE_DAY;46900
19/08/2022;56900;EASTER_EGG;49400
19/08/2022;56900;CHRISTMAS;41900
04/08/2022;72680;AWAL_GAJIAN;57680
04/08/2022;72680;GRATIS_ONGKIR;67680
04/08/2022;72680;10_10;65180
04/08/2022;72680;HARBOLNAS;42680
04/08/2022;72680;END_YEAR;57680
04/08/2022;72680;BERKAH_RAMADHAN;57680
04/08/2022;72680;HARI_RAYA;52680
04/08/2022;72680;TUJUHBELASAN;62680
04/08/2022;72680;VALENTINE_DAY;62680
04/08/2022;72680;EASTER_EGG;65180
04/08/2022;72680;CHRISTMAS;57680
05/08/2022;125100;AWAL_GAJIAN;110100
05/08/2022;125100;GRATIS_ONGKIR;120100
05/08/2022;125100;10_10;117600
05/08/2022;125100;HARBOLNAS;95100
05/08/2022;125100;END_YEAR;110100
05/08/2022;125100;BERKAH_RAMADHAN;110100
05/08/2022;125100;HARI_RAYA;105100
05/08/2022;125100;TUJUHBELASAN;115100
05/08/2022;125100;VALENTINE_DAY;115100
05/08/2022;125100;EASTER_EGG;117600
05/08/2022;125100;CHRISTMAS;110100
13/08/2022;1347000;AWAL_GAJIAN;1332000
13/08/2022;1347000;GRATIS_ONGKIR;1342000
13/08/2022;1347000;10_10;1339500
13/08/2022;1347000;HARBOLNAS;1317000
13/08/2022;1347000;END_YEAR;1332000
13/08/2022;1347000;BERKAH_RAMADHAN;1332000
13/08/2022;1347000;HARI_RAYA;1327000
13/08/2022;1347000;TUJUHBELASAN;1337000
13/08/2022;1347000;VALENTINE_DAY;1337000
13/08/2022;1347000;EASTER_EGG;1339500
13/08/2022;1347000;CHRISTMAS;1332000
01/08/2022;7140;AWAL_GAJIAN;-7860
01/08/2022;7140;GRATIS_ONGKIR;2140
01/08/2022;7140;10_10;-360
01/08/2022;7140;HARBOLNAS;-22860
01/08/2022;7140;END_YEAR;-7860
01/08/2022;7140;BERKAH_RAMADHAN;-7860
01/08/2022;7140;HARI_RAYA;-12860
01/08/2022;7140;TUJUHBELASAN;-2860
01/08/2022;7140;VALENTINE_DAY;-2860
01/08/2022;7140;EASTER_EGG;-360
01/08/2022;7140;CHRISTMAS;-7860
16/08/2022;39900;AWAL_GAJIAN;24900
16/08/2022;39900;GRATIS_ONGKIR;34900
16/08/2022;39900;10_10;32400
16/08/2022;39900;HARBOLNAS;9900
16/08/2022;39900;END_YEAR;24900
16/08/2022;39900;BERKAH_RAMADHAN;24900
16/08/2022;39900;HARI_RAYA;19900
16/08/2022;39900;TUJUHBELASAN;29900
16/08/2022;39900;VALENTINE_DAY;29900
16/08/2022;39900;EASTER_EGG;32400
16/08/2022;39900;CHRISTMAS;24900
18/08/2022;959700;AWAL_GAJIAN;944700
18/08/2022;959700;GRATIS_ONGKIR;954700
18/08/2022;959700;10_10;952200
18/08/2022;959700;HARBOLNAS;929700
18/08/2022;959700;END_YEAR;944700
18/08/2022;959700;BERKAH_RAMADHAN;944700
18/08/2022;959700;HARI_RAYA;939700
18/08/2022;959700;TUJUHBELASAN;949700
18/08/2022;959700;VALENTINE_DAY;949700
18/08/2022;959700;EASTER_EGG;952200
18/08/2022;959700;CHRISTMAS;944700
13/08/2022;338850;AWAL_GAJIAN;323850
13/08/2022;338850;GRATIS_ONGKIR;333850
13/08/2022;338850;10_10;331350
13/08/2022;338850;HARBOLNAS;308850
13/08/2022;338850;END_YEAR;323850
13/08/2022;338850;BERKAH_RAMADHAN;323850
13/08/2022;338850;HARI_RAYA;318850
13/08/2022;338850;TUJUHBELASAN;328850
13/08/2022;338850;VALENTINE_DAY;328850
13/08/2022;338850;EASTER_EGG;331350
13/08/2022;338850;CHRISTMAS;323850
06/08/2022;83980;AWAL_GAJIAN;68980
06/08/2022;83980;GRATIS_ONGKIR;78980
06/08/2022;83980;10_10;76480
06/08/2022;83980;HARBOLNAS;53980
06/08/2022;83980;END_YEAR;68980
06/08/2022;83980;BERKAH_RAMADHAN;68980
06/08/2022;83980;HARI_RAYA;63980
06/08/2022;83980;TUJUHBELASAN;73980
06/08/2022;83980;VALENTINE_DAY;73980
06/08/2022;83980;EASTER_EGG;76480
06/08/2022;83980;CHRISTMAS;68980
19/08/2022;1400;AWAL_GAJIAN;-13600
19/08/2022;1400;GRATIS_ONGKIR;-3600
19/08/2022;1400;10_10;-6100
19/08/2022;1400;HARBOLNAS;-28600
19/08/2022;1400;END_YEAR;-13600
19/08/2022;1400;BERKAH_RAMADHAN;-13600
19/08/2022;1400;HARI_RAYA;-18600
19/08/2022;1400;TUJUHBELASAN;-8600
19/08/2022;1400;VALENTINE_DAY;-8600
19/08/2022;1400;EASTER_EGG;-6100
19/08/2022;1400;CHRISTMAS;-13600
17/08/2022;89800;AWAL_GAJIAN;74800
17/08/2022;89800;GRATIS_ONGKIR;84800
17/08/2022;89800;10_10;82300
17/08/2022;89800;HARBOLNAS;59800
17/08/2022;89800;END_YEAR;74800
17/08/2022;89800;BERKAH_RAMADHAN;74800
17/08/2022;89800;HARI_RAYA;69800
17/08/2022;89800;TUJUHBELASAN;79800
17/08/2022;89800;VALENTINE_DAY;79800
17/08/2022;89800;EASTER_EGG;82300
17/08/2022;89800;CHRISTMAS;74800
24/08/2022;423000;AWAL_GAJIAN;408000
24/08/2022;423000;GRATIS_ONGKIR;418000
24/08/2022;423000;10_10;415500
24/08/2022;423000;HARBOLNAS;393000
24/08/2022;423000;END_YEAR;408000
24/08/2022;423000;BERKAH_RAMADHAN;408000
24/08/2022;423000;HARI_RAYA;403000
24/08/2022;423000;TUJUHBELASAN;413000
24/08/2022;423000;VALENTINE_DAY;413000
24/08/2022;423000;EASTER_EGG;415500
24/08/2022;423000;CHRISTMAS;408000
10/08/2022;478800;AWAL_GAJIAN;463800
10/08/2022;478800;GRATIS_ONGKIR;473800
10/08/2022;478800;10_10;471300
10/08/2022;478800;HARBOLNAS;448800
10/08/2022;478800;END_YEAR;463800
10/08/2022;478800;BERKAH_RAMADHAN;463800
10/08/2022;478800;HARI_RAYA;458800
10/08/2022;478800;TUJUHBELASAN;468800
10/08/2022;478800;VALENTINE_DAY;468800
10/08/2022;478800;EASTER_EGG;471300
10/08/2022;478800;CHRISTMAS;463800
20/08/2022;184500;AWAL_GAJIAN;169500
20/08/2022;184500;GRATIS_ONGKIR;179500
20/08/2022;184500;10_10;177000
20/08/2022;184500;HARBOLNAS;154500
20/08/2022;184500;END_YEAR;169500
20/08/2022;184500;BERKAH_RAMADHAN;169500
20/08/2022;184500;HARI_RAYA;164500
20/08/2022;184500;TUJUHBELASAN;174500
20/08/2022;184500;VALENTINE_DAY;174500
20/08/2022;184500;EASTER_EGG;177000
20/08/2022;184500;CHRISTMAS;169500
08/08/2022;59800;AWAL_GAJIAN;44800
08/08/2022;59800;GRATIS_ONGKIR;54800
08/08/2022;59800;10_10;52300
08/08/2022;59800;HARBOLNAS;29800
08/08/2022;59800;END_YEAR;44800
08/08/2022;59800;BERKAH_RAMADHAN;44800
08/08/2022;59800;HARI_RAYA;39800
08/08/2022;59800;TUJUHBELASAN;49800
08/08/2022;59800;VALENTINE_DAY;49800
08/08/2022;59800;EASTER_EGG;52300
08/08/2022;59800;CHRISTMAS;44800
04/08/2022;179800;AWAL_GAJIAN;164800
04/08/2022;179800;GRATIS_ONGKIR;174800
04/08/2022;179800;10_10;172300
04/08/2022;179800;HARBOLNAS;149800
04/08/2022;179800;END_YEAR;164800
04/08/2022;179800;BERKAH_RAMADHAN;164800
04/08/2022;179800;HARI_RAYA;159800
04/08/2022;179800;TUJUHBELASAN;169800
04/08/2022;179800;VALENTINE_DAY;169800
04/08/2022;179800;EASTER_EGG;172300
04/08/2022;179800;CHRISTMAS;164800
30/08/2022;830000;AWAL_GAJIAN;815000
30/08/2022;830000;GRATIS_ONGKIR;825000
30/08/2022;830000;10_10;822500
30/08/2022;830000;HARBOLNAS;800000
30/08/2022;830000;END_YEAR;815000
30/08/2022;830000;BERKAH_RAMADHAN;815000
30/08/2022;830000;HARI_RAYA;810000
30/08/2022;830000;TUJUHBELASAN;820000
30/08/2022;830000;VALENTINE_DAY;820000
30/08/2022;830000;EASTER_EGG;822500
30/08/2022;830000;CHRISTMAS;815000
06/08/2022;200700;AWAL_GAJIAN;185700
06/08/2022;200700;GRATIS_ONGKIR;195700
06/08/2022;200700;10_10;193200
06/08/2022;200700;HARBOLNAS;170700
06/08/2022;200700;END_YEAR;185700
06/08/2022;200700;BERKAH_RAMADHAN;185700
06/08/2022;200700;HARI_RAYA;180700
06/08/2022;200700;TUJUHBELASAN;190700
06/08/2022;200700;VALENTINE_DAY;190700
06/08/2022;200700;EASTER_EGG;193200
06/08/2022;200700;CHRISTMAS;185700
01/08/2022;72680;AWAL_GAJIAN;57680
01/08/2022;72680;GRATIS_ONGKIR;67680
01/08/2022;72680;10_10;65180
01/08/2022;72680;HARBOLNAS;42680
01/08/2022;72680;END_YEAR;57680
01/08/2022;72680;BERKAH_RAMADHAN;57680
01/08/2022;72680;HARI_RAYA;52680
01/08/2022;72680;TUJUHBELASAN;62680
01/08/2022;72680;VALENTINE_DAY;62680
01/08/2022;72680;EASTER_EGG;65180
01/08/2022;72680;CHRISTMAS;57680
14/08/2022;48450;AWAL_GAJIAN;33450
14/08/2022;48450;GRATIS_ONGKIR;43450
14/08/2022;48450;10_10;40950
14/08/2022;48450;HARBOLNAS;18450
14/08/2022;48450;END_YEAR;33450
14/08/2022;48450;BERKAH_RAMADHAN;33450
14/08/2022;48450;HARI_RAYA;28450
14/08/2022;48450;TUJUHBELASAN;38450
14/08/2022;48450;VALENTINE_DAY;38450
14/08/2022;48450;EASTER_EGG;40950
14/08/2022;48450;CHRISTMAS;33450
11/08/2022;291000;AWAL_GAJIAN;276000
11/08/2022;291000;GRATIS_ONGKIR;286000
11/08/2022;291000;10_10;283500
